Module,RegName,Address,DefaultValue,BitRange,Direction,Description
SML0TX,pactrl_ce_datavalid_sft,0x50102168,0,(2:2),R/W,determine the ramping  up in the CE mode after the data is valid will be done by the trfws or the soft start/shutdown block
SML0TX,pactrl_ce_sftstrt_bfr_data,0x50102168,0,(3:3),R/W,determine if required to softstart the PA before data during CE
SML0TX,pactrl_strt_cdc_ce_sftstrt,0x50102168,0,(4:4),R/W,Enable CDC during the soft start
SML0TX,Reserved,0x50102168,0,(5:7),R/W,
SML0TX,pactrl_txbbpusslct,0x50102168,1,(8:8),R/W,Select the out pause signal to PLL/CR
SML0TX,pactrl_txctrl_txdata_sel,0x50102168,1,(9:9),R/W,Select the data sent to the TX controller
SML0TX,pactrl_pskmod_sel,0x50102168,1,(10:10),R/W,
SML0TX,pactrl_rx_pause_data_sel_1,0x50102168,1,(11:11),R/W,Select the out of RX RFAGC first pause signal 
SML0TX,pactrl_rx_pause_data_sel_2,0x50102168,1,(12:12),R/W,Select the out of RX RFAGC second pause signal 
SML0TX,pactrl_pskmod_ce_data_valid_bpsk_high,0x50102168,2,(13:14),R/W,Pskmod value at CE mode when data is valid  the baseband data is high  and bpsk is enabled
SML0TX,pactrl_pskmod_ce_data_valid_bpsk_low,0x50102168,0,(15:16),R/W,Pskmod value at CE mode when data is valid  the baseband data is low  and bpsk is enabled
SML0TX,pactrl_pskmod_ce_data_valid_qpsk_high,0x50102168,1,(17:18),R/W,Pskmod value at CE mode when data is valid  the baseband data is high  and qpsk is enabled
SML0TX,pactrl_pskmod_ce_data_valid_qpsk_low,0x50102168,0,(19:20),R/W,Pskmod value at CE mode when data is valid  the baseband data is low  and qpsk is enabled
SML0TX,pactrl_pskmod_ce_data_valid,0x50102168,0,(21:22),R/W,Pskmod value at CE mode when data is valid  and neither  bpsk nor  qpsk is enabled
SML0TX,pactrl_pskmod_ce_data_invalid,0x50102168,0,(23:24),R/W,Pskmod value at CE mode when data isn't  valid
SML0TX,pactrl_pskmod_rw,0x50102168,0,(25:26),R/W,Pskmod value at RW mode
SML0TX,pactrl_pskmod_dly_ctrl,0x50102168,3,(27:30),R/W,Delay the PSK signal to align with TRFWS
SML0TX,Reserved,0x50102168,0,(31:31),R/W,
SML0TX,pactrl_cdc_bbdata_delay,0x5010216C,16,(0:5),R/W,determines the delay in number of clock cycles of 2fc for the bbws_data to be delayed fro the rfclkgating to be synchronized with the controls progating from the fifo to the PA
SML0TX,pactrl_cdc_fc_used,0x5010216C,3,(6:7),R/W,It determines which digtial clock is used  6fc or 8fc
SML0TX,pactrl_start_wr_address,0x5010216C,0,(8:12),R/W,The address of the register that ia the first to be written in when the fifo write enable is on
SML0TX,Reserved,0x5010216C,0,(13:15),R/W,
SML0TX,pactrl_start_rd_address,0x5010216C,16,(16:20),R/W,The address of the register that ia the first to be read from when the fifo read enable is on
SML0TX,Reserved,0x5010216C,0,(21:23),R/W,
SML0TX,pactrl_soft_change_wait,0x5010216C,0,(24:28),R/W,Wait time after the control words reach the target controls
SML0TX,Reserved,0x5010216C,0,(29:31),R/W,
SML0TX,pactrl_pll_tx_pause_start_delay,0x50102170,0,(0:3),R/W,
SML0TX,pactrl_pll_tx_pause_terminate_delay,0x50102170,0,(4:9),R/W,
SML0TX,pactrl_pll_tx_pause_op_delay,0x50102170,0,(10:13),R/W,
SML0TX,Reserved,0x50102170,0,(14:15),R/W,
SML0TX,pactrl_rx_pause_data_1_start_delay,0x50102170,0,(16:19),R/W,
SML0TX,pactrl_rx_pause_data_1_terminate_delay,0x50102170,0,(20:25),R/W,
SML0TX,pactrl_rx_pause_data_1_op_delay,0x50102170,0,(26:29),R/W,
SML0TX,Reserved,0x50102170,0,(30:31),R/W,
SML0TX,pactrl_rx_pause_data_2_start_delay,0x50102174,0,(0:3),R/W,
SML0TX,pactrl_rx_pause_data_2_terminate_delay,0x50102174,0,(4:9),R/W,
SML0TX,pactrl_rx_pause_data_2_op_delay,0x50102174,0,(10:13),R/W,
SML0TX,Reserved,0x50102174,0,(14:15),R/W,
SML0TX,pactrl_top_ctrl_wait,0x50102174,32,(16:21),R/W,
SML0TX,pactrl_cdc_terminate_delay,0x50102174,16,(22:27),R/W,
SML0TX,pactrl_cdc_start_delay,0x50102174,0,(28:31),R/W,
SML0TX,spare_sml0tx_rom0,0x50102178,0,(0:31),R/W,
SML0TX,spare_sml0tx_rom1,0x5010217C,0,(0:31),R/W,
SML0TX,spare_sml0tx_rom2,0x50102180,0,(0:31),R/W,
SML0TX,txldoctrl_en,0x50102184,1,(0:0),R/W,Enable/Disable TX LDO Controller
SML0TX,txldoctrl_rst,0x50102184,0,(1:1),R/W,Reset TX LDO controller
SML0TX,Reserved,0x50102184,0,(2:31),R/W,
SML0TX,txldoctrl_setapplied,0x50102188,0,(0:7),R,
SML0TX,txldoctrl_txldo_ctrlword,0x50102188,0,(8:15),R,
SML0TX,txldoctrl_predriver_ctrlword,0x50102188,0,(16:23),R,
SML0TX,txldoctrl_txldo_en,0x50102188,0,(24:24),R,
SML0TX,txldoctrl_predriver_en,0x50102188,0,(25:25),R,
SML0TX,txldoctrl_txldo_disswpulse,0x50102188,0,(26:26),R,
SML0TX,txldoctrl_txldo_ilimword,0x50102188,0,(27:29),R,
SML0TX,txldoctrl_txctrl_done,0x50102188,0,(30:30),R,
SML0TX,txldoctrl_txctrl_ack,0x50102188,0,(31:31),R,
SML0TX,sml0tx_txctrl_txldoctrl_mode,0x5010218C,0,(0:1),R,
SML0TX,sml0tx_txctrl_txldoctrlword,0x5010218C,0,(2:6),R,
SML0TX,sml0tx_txctrl_txldoctrl_newsetapplied,0x5010218C,0,(7:7),R,
SML0TX,txldoctrl_state_debug,0x5010218C,0,(8:15),R,TXLDO ctrl debugging state machine
SML0TX,txldoctrl_delta_set_debug,0x5010218C,0,(16:23),R,TX LDO ctrl delta set to define if  a stauration is required
SML0TX,sml0tx_thermal_protection_tx_ldo_rst,0x5010218C,0,(24:31),R,
SML0TX,spare_txldo_rd,0x50102190,0,(0:31),R,
SML0TX,txldoctrl_mode_test_sel,0x50102194,0,(0:0),R/W,Selects between the TXLDO Mode from SML1 and  testing TXLDO Mode coming from regfile for debugging 0: Normal  TXLDO  Mode from SML1 1: Testing TXLDO Mode
SML0TX,txldoctrl_mode_test,0x50102194,0,(1:2),R/W,Testing  TX LDO Mode from Regfile
SML0TX,Reserved,0x50102194,0,(3:7),R/W,
SML0TX,txldoctrl_txldoctrlword_test_sel,0x50102194,0,(8:8),R/W,Selects between the TXLDO   settings  from SML1 and  testing TXLDO Settings coming from regfile for debugging 0: Normal   TXLDO Settings from SML1 1: Testing  TXLDO Settings
SML0TX,txldoctrl_txldoctrlword_test,0x50102194,0,(9:13),R/W,Testing TX LDO voltage control settings from Regfile
SML0TX,Reserved,0x50102194,0,(14:15),R/W,
SML0TX,txldoctrl_newsetapplied_test_sel,0x50102194,0,(16:16),R/W,Selects between the TXLDO  new settings flag  from SML1 and  testing TXLDO new settings flag coming from regfile for debugging 0: Normal   TXLDO new settings flag from SML1 1: Testing  TXLDO new settings flag
SML0TX,txldoctrl_newsetapplied_test,0x50102194,0,(17:17),R/W,Testing Flag fromRegfile to inform TX LDO controller that new settings should be applied (useful for step up or down mode)
SML0TX,Reserved,0x50102194,0,(18:23),R/W,
SML0TX,txldo_ctrlword_test_sel,0x50102194,0,(24:24),R/W,Selects between the TXLDO settings from TXLDO controller and  testing TXLDO settings coming from regfile for debugging 0: Normal  TXLDO  settings from TXLDO controller 1: Testing TXLDO settings
SML0TX,txldo_ctrlword_test,0x50102194,0,(25:29),R/W,Testing  TX LDO Settings from Regfile
SML0TX,Reserved,0x50102194,0,(30:31),R/W,
SML0TX,txldo_en_test_sel,0x50102198,0,(0:0),R/W,Selects between the TXLDO Enable from Txldo Controller and  testing TXLDO Enable coming from regfile for debugging 0: Normal  TXLDO  Enable from TXLDO controller 1: Testing TXLDO Enable
SML0TX,txldo_en_test,0x50102198,0,(1:1),R/W,Testing  TX LDO Enable from Regfile
SML0TX,Reserved,0x50102198,0,(2:7),R/W,
SML0TX,txldo_disswpulse_test_sel,0x50102198,0,(8:8),R/W,Selects between the TXLDO Discharge pulse from TXLDO controller and  testing TXLDO  Discharge pulse coming from regfile for debugging 0: Normal  TXLDO   Discharge pulse from TXLDO controller 1: Testing TXLDO Discharge pulse
SML0TX,txldo_disswpulse_test,0x50102198,0,(9:9),R/W,Testing  TX LDO  Discharge pulse from Regfile
SML0TX,Reserved,0x50102198,0,(10:15),R/W,
SML0TX,txldo_ilimword_test_sel,0x50102198,0,(16:16),R/W,Selects between the Current Limiter control word  from TXLDO controller and  testing Current Limiter control word coming from regfile for debugging 0: Normal  Current Limiter control word from TXLDO controller 1: Testing Current Limiter control word
SML0TX,txldo_ilimword_test,0x50102198,0,(17:19),R/W,Testing  Current Limiter control word from Regfile
SML0TX,Reserved,0x50102198,0,(20:23),R/W,
SML0TX,txldo_predriver_ctrlword_test_sel,0x50102198,0,(24:24),R/W,Selects between the TXLDO settings from TXLDO controller and  testing Predriver LDO settings coming from regfile for debugging 0: Normal   Predriver LDO  settings from TXLDO controller 1: Testing  Predriver LDO settings
SML0TX,txldo_predriver_ctrlword_test,0x50102198,0,(25:27),R/W,Testing   Predriver LDO Settings from Regfile
SML0TX,Reserved,0x50102198,0,(28:31),R/W,
SML0TX,txldo_predriver_en_test_sel,0x5010219C,0,(0:0),R/W,Selects between the TXLDO Enable from Txldo Controller and  testing  Predriver LDO Enable coming from regfile for debugging 0: Normal   Predriver LDO Enable from TXLDO controller 1: Testing Predriver LDO Enable
SML0TX,txldo_predriver_en_test,0x5010219C,0,(1:1),R/W,Testing   Predriver LDO Enable from Regfile
SML0TX,spare_txldo_tst,0x5010219C,0,(2:31),R/W,
SML0TX,Reserved,0x501021A0,0,(0:31),R,
SML0TX,Reserved,0x501021A4,0,(0:31),R/W,
SML0TX,Reserved,0x501021A8,0,(0:31),R/W,
SML0TX,pactrl_rst,0x501021AC,0,(0:0),R/W,Reset PA controller
SML0TX,pactrl_en,0x501021AC,1,(1:1),R/W,Enable/Disable PA Controller
SML0TX,Reserved,0x501021AC,0,(2:7),R/W,
SML0TX,pactrl_bbws_data_rst,0x501021AC,0,(8:8),R/W,
SML0TX,pactrl_bbws_data_en,0x501021AC,1,(9:9),R/W,
SML0TX,Reserved,0x501021AC,0,(10:15),R/W,
SML0TX,pactrl_fdbk_mux_rst,0x501021AC,0,(16:16),R/W,
SML0TX,pactrl_fdbk_mux_en,0x501021AC,1,(17:17),R/W,
SML0TX,Reserved,0x501021AC,0,(18:23),R/W,
SML0TX,pactrl_fifo_rst,0x501021AC,0,(24:24),R/W,
SML0TX,pactrl_fifo_en,0x501021AC,1,(25:25),R/W,
SML0TX,Reserved,0x501021AC,0,(26:31),R/W,
SML0TX,pactrl_start_soft_shutdown_rst,0x501021B0,0,(0:0),R/W,
SML0TX,pactrl_start_soft_shutdown_en,0x501021B0,1,(1:1),R/W,
SML0TX,Reserved,0x501021B0,0,(2:7),R/W,
SML0TX,pactrl_top_ctrller_rst,0x501021B0,0,(8:8),R/W,
SML0TX,pactrl_top_ctrller_en,0x501021B0,1,(9:9),R/W,
SML0TX,Reserved,0x501021B0,0,(10:15),R/W,
SML0TX,pactrl_cdc_ctrl_rst,0x501021B0,0,(16:16),R/W,
SML0TX,pactrl_cdc_ctrl_en,0x501021B0,1,(17:17),R/W,
SML0TX,Reserved,0x501021B0,0,(18:23),R/W,
SML0TX,pactrl_trfws_rst,0x501021B0,0,(24:24),R/W,
SML0TX,pactrl_trfws_en,0x501021B0,1,(25:25),R/W,
SML0TX,Reserved,0x501021B0,0,(26:31),R/W,
SML0TX,pactrl_fifo_pointer_rst,0x501021B4,0,(0:0),R/W,
SML0TX,Reserved,0x501021B4,0,(1:31),R/W,
SML0TX,pactrl_bbws_start_test_sel,0x501021B8,0,(0:0),R/W,To select control signal to start coming from controller or regfile
SML0TX,pactrl_bbws_start_test,0x501021B8,0,(1:1),R/W,Control signal from regfile to start the baseband wave shaping operation 
SML0TX,pactrl_bbws_terminate_test_sel,0x501021B8,0,(2:2),R/W,To select control signal to terminate the bbws operation comign from contr
SML0TX,pactrl_bbws_terminate_test,0x501021B8,0,(3:3),R/W,Control signal from regfile to terminate the bbws operation  
SML0TX,pactrl_sft_change_en_test_sel,0x501021B8,0,(4:4),R/W,To select between sft_change_en from controller or from the regfile
SML0TX,pactrl_sft_change_en_test,0x501021B8,0,(5:5),R/W,Enable signal coming from regfile for debugging purpose
SML0TX,pactrl_sft_terminate_test_sel,0x501021B8,0,(6:6),R/W,To select between sft_terminate from controller or from the regfile
SML0TX,pactrl_sft_terminate_test,0x501021B8,0,(7:7),R/W,Terminate signal coming from regfile for debugging purpose
SML0TX,pactrl_sft_pctrl_ws_init_test_sel,0x501021B8,0,(8:8),R/W,To select between PMOS initial value from controller or from the regfile
SML0TX,pactrl_sft_pctrl_ws_init_test,0x501021B8,0,(9:12),R/W,PMOS Initial input coming from regfile for debugging purpose
SML0TX,pactrl_sft_pctrl_ws_target_test_sel,0x501021B8,0,(13:13),R/W,To select between PMOS target value from controller or from the regfile
SML0TX,pactrl_sft_pctrl_ws_target_test,0x501021B8,0,(14:17),R/W,PMOS Target input coming from regfile for debugging purpose
SML0TX,pactrl_sft_nctrl_ws_init_test_sel,0x501021B8,0,(18:18),R/W,To select between NMOS initial value from controller or from the regfile 
SML0TX,pactrl_sft_nctrl_ws_init_test,0x501021B8,0,(19:22),R/W,NMOS Initial input coming from regfile for debugging purpose 
SML0TX,pactrl_sft_nctrl_ws_target_test_sel,0x501021B8,0,(23:23),R/W,To select between NMOS target value from controller or from the regfile
SML0TX,pactrl_sft_nctrl_ws_target_test,0x501021B8,0,(24:27),R/W,NMOS Target input coming from regfile for debugging purpose
SML0TX,pactrl_cdc_start_test_sel,0x501021B8,0,(28:28),R/W,To select control signal to start from regfile or controller
SML0TX,pactrl_cdc_start_test,0x501021B8,0,(29:29),R/W,Control signal to start coming from regfile
SML0TX,pactrl_cdc_terminate_test_sel,0x501021B8,0,(30:30),R/W,To select control signal to terminate from regfile or controller
SML0TX,pactrl_cdc_terminate_test,0x501021B8,0,(31:31),R/W,Control signal to terminatecoming from regfile
SML0TX,pactrl_pa_en_test_sel,0x501021BC,0,(0:0),R/W,Selects Enable/Disable of PA comiing from regfile or controller
SML0TX,pactrl_pa_en_test,0x501021BC,0,(1:1),R/W,Enable/Disable of PA signal from regfile
SML0TX,pactrl_pa_pctrl_ws_test_sel,0x501021BC,0,(2:2),R/W,Selects PMOS strength control comiing from regfile or controller
SML0TX,pactrl_pa_pctrl_ws_test,0x501021BC,0,(3:6),R/W,PMOS strength control signal from regfile
SML0TX,pactrl_pa_nctrl_ws_test_sel,0x501021BC,0,(7:7),R/W,Selects PMOS strength control comiing from regfile or controller
SML0TX,pactrl_pa_nctrl_ws_test,0x501021BC,0,(8:11),R/W,NMOS strength control signal from regfile
SML0TX,pactrl_pskmod_test_sel,0x501021BC,0,(12:12),R/W,Selects Control phase of RF carrier inside PA coming from regfile or feedb
SML0TX,pactrl_pskmod_test,0x501021BC,0,(13:14),R/W,Control phase of RF carrier inside PA signal from regfile
SML0TX,pactrl_pll_tx_pause_test_sel,0x501021BC,0,(15:15),R/W,Selects Pause signal to PLL coming from regfile or feedback mux (PA CTRL)
SML0TX,pactrl_pll_tx_pause_test,0x501021BC,0,(16:16),R/W,Pause signal to PLL signal from regfile
SML0TX,pactrl_trfws_start_test_sel,0x501021BC,0,(17:17),R/W,To select between trfws_start from controller or from the regfile
SML0TX,pactrl_trfws_start_test,0x501021BC,0,(18:18),R/W,Start signal coming from regfile for debugging purpose
SML0TX,pactrl_trfws_terminate_test_sel,0x501021BC,0,(19:19),R/W,To select between trfws_terminate from controller or from the regfile
SML0TX,pactrl_trfws_terminate_test,0x501021BC,0,(20:20),R/W,Terminate signal coming from regfile for debugging purpose
SML0TX,pactrl_trfws_rampup_test_sel,0x501021BC,0,(21:21),R/W,To select between rampup signal from controller or from the regfile
SML0TX,pactrl_trfws_rampup_test,0x501021BC,0,(22:22),R/W,Rampup signal coming from regfile for debugging purpose
SML0TX,pactrl_trfws_rampdwn_test_sel,0x501021BC,0,(23:23),R/W,To select between Rampdown signal from controller or from the regfile
SML0TX,pactrl_trfws_rampdwn_test,0x501021BC,0,(24:24),R/W,Rampdown signal coming from regfile for debugging purpose
SML0TX,pactrl_eof_valid_test_sel,0x501021BC,0,(25:25),R/W,Selects eof valid coming from TX Encoder or regfile
SML0TX,pactrl_eof_valid_test,0x501021BC,0,(26:26),R/W,Eof valid coming from regfile
SML0TX,pactrl_trfws_pctrl_ws_init_test_sel,0x501021BC,0,(27:27),R/W,To select between PMOS initial value from controller or from the regfile
SML0TX,pactrl_trfws_pctrl_ws_init_test,0x501021BC,0,(28:31),R/W,PMOS Initial input coming from regfile for debugging purpose
SML0TX,pactrl_trfws_nctrl_ws_init_test_sel,0x501021C0,0,(0:0),R/W,To select between NMOS initial value from controller or from the regfile
SML0TX,pactrl_trfws_nctrl_ws_init_test,0x501021C0,0,(1:4),R/W,NMOS Initial input coming from regfile for debugging purpose
SML0TX,pactrl_data_valid_test_sel,0x501021C0,0,(5:5),R/W,Selects Data Valid coming from TX Encoder or regfile
SML0TX,pactrl_data_valid_test,0x501021C0,0,(6:6),R/W,Data Valid coming from regfile 
SML0TX,pactrl_bb_data_test_sel,0x501021C0,0,(7:7),R/W,Selects baseband data coming from TX Encoder or regfile
SML0TX,pactrl_bb_data_test,0x501021C0,0,(8:8),R/W,Baseband data coming from regfile
SML0TX,pactrl_bb_data_ws_test_sel,0x501021C0,0,(9:9),R/W,Selects baseband data coming from BBWS submodule or regfile
SML0TX,pactrl_bb_data_ws_test,0x501021C0,0,(10:10),R/W,Baseband data coming from regfile to bypass BBWS output
SML0TX,pactrl_rfclk_gating_test_sel,0x501021C0,0,(11:11),R/W,Selects rfclk gating from PA CTRL or regfile
SML0TX,pactrl_rfclk_gating_test,0x501021C0,0,(12:12),R/W,rfclk gating signal from regfile for debugging
SML0TX,pactrl_pll_tx_pause_delay_start_test_sel,0x501021C0,0,(13:13),R/W,
SML0TX,pactrl_pll_tx_pause_delay_start_test,0x501021C0,0,(14:14),R/W,
SML0TX,pactrl_pll_tx_pause_terminate_test_sel,0x501021C0,0,(15:15),R/W,
SML0TX,pactrl_pll_tx_pause_terminate_test,0x501021C0,0,(16:16),R/W,
SML0TX,pactrl_rx_pause_data_1_delay_start_test_sel,0x501021C0,0,(17:17),R/W,
SML0TX,pactrl_rx_pause_data_1_delay_start_test,0x501021C0,0,(18:18),R/W,
SML0TX,pactrl_rx_pause_data_1_terminate_test_sel,0x501021C0,0,(19:19),R/W,
SML0TX,pactrl_rx_pause_data_1_terminate_test,0x501021C0,0,(20:20),R/W,
SML0TX,pactrl_rx_pause_data_2_delay_start_test_sel,0x501021C0,0,(21:21),R/W,
SML0TX,pactrl_rx_pause_data_2_delay_start_test,0x501021C0,0,(22:22),R/W,
SML0TX,pactrl_rx_pause_data_2_terminate_test_sel,0x501021C0,0,(23:23),R/W,
SML0TX,pactrl_rx_pause_data_2_terminate_test,0x501021C0,0,(24:24),R/W,
SML0TX,pactrl_rx_pause_data_1_test_sel,0x501021C0,0,(25:25),R/W,
SML0TX,pactrl_rx_pause_data_1_test,0x501021C0,0,(26:26),R/W,
SML0TX,pactrl_rx_pause_data_2_test_sel,0x501021C0,0,(27:27),R/W,
SML0TX,pactrl_rx_pause_data_2_test,0x501021C0,0,(28:28),R/W,
SML0TX,pactrl_top_ctrl_fifo_en_test_sel,0x501021C0,0,(29:29),R/W,
SML0TX,pactrl_top_ctrl_fifo_en_test,0x501021C0,0,(30:30),R/W,
SML0TX,Reserved,0x501021C0,0,(31:31),R/W,
SML0TX,top_ctrller_state_debug,0x501021C4,0,(0:7),R,
SML0TX,bbws_state_debug,0x501021C4,0,(8:15),R,
SML0TX,cdc_state_debug,0x501021C4,0,(16:23),R,
SML0TX,sft_pctrl_state_debug,0x501021C4,0,(24:31),R,
SML0TX,sft_nctrl_state_debug,0x501021C8,0,(0:7),R,
SML0TX,trfws_pctrl_state_debug,0x501021C8,0,(8:15),R,
SML0TX,trfws_nctrl_state_debug,0x501021C8,0,(16:23),R,
SML0TX,pactrl_pll_tx_pause_delay_state,0x501021C8,0,(24:31),R,
SML0TX,pactrl_rx_pause_data_1_delay_state,0x501021CC,0,(0:7),R,
SML0TX,pactrl_rx_pause_data_2_delay_state,0x501021CC,0,(8:15),R,
SML0TX,rx_pause_data_1_debug,0x501021CC,0,(16:23),R,
SML0TX,rx_pause_data_2_debug,0x501021CC,0,(24:31),R,
SML0TX,sft_pctrl_ws_debug,0x501021D0,0,(0:7),R,PMOS strength control
SML0TX,sft_nctrl_ws_debug,0x501021D0,0,(8:15),R,NMOS strength control
SML0TX,pactrl_top_ctrl_pa_en_debug,0x501021D0,0,(16:23),R,Enable/Disable of PA
SML0TX,pactrl_rfclk_gating_debug,0x501021D0,0,(24:31),R,
SML0TX,trfws_pctrl_ws_debug,0x501021D4,0,(0:7),R,
SML0TX,trfws_nctrl_ws_debug,0x501021D4,0,(8:15),R,
SML0TX,pactrl_pa_en_fifo_debug,0x501021D4,0,(16:23),R,Enable/Disable of PA
SML0TX,pactrl_pskmod_fifo_debug,0x501021D4,0,(24:31),R, Control the phase of RF carrier inside PA
SML0TX,pactrl_pa_pctrl_ws_fifo_debug,0x501021D8,0,(0:7),R,PMOS strength control
SML0TX,pactrl_pa_nctrl_ws_fifo_debug,0x501021D8,0,(8:15),R,NMOS strength control
SML0TX,pactrl_pll_tx_pause_fifo_debug,0x501021D8,0,(16:23),R,Pause signal to PLL 
SML0TX,pactrl_rx_pause_data_1_fifo_debug,0x501021D8,0,(24:31),R,
SML0TX,pactrl_rx_pause_data_2_fifo_debug,0x501021DC,0,(0:7),R,
SML0TX,pactrl_data_valid,0x501021DC,0,(8:15),R,
SML0TX,pactrl_bb_data,0x501021DC,0,(16:23),R,
SML0TX,pactrl_eof_valid,0x501021DC,0,(24:31),R,
SML0TX,sml0tx_txctrl_pactrl_start,0x501021E0,0,(0:7),R,
SML0TX,sml0tx_txctrl_pactrl_shut,0x501021E0,0,(8:15),R,
SML0TX,sml0tx_txctrl_pactrl_change,0x501021E0,0,(16:23),R,
SML0TX,pactrl_txctrl_done,0x501021E0,0,(24:31),R,Indicate the end of PA operation 
SML0TX,pactrl_txctrl_change_done,0x501021E4,0,(0:7),R,Indicate the done for changing the PA settings 
SML0TX,pactrl_txctrl_data_done,0x501021E4,0,(8:15),R,Indicate PA controller is in the Data transmission phase 
SML0TX,pactrl_txctrl_ack,0x501021E4,0,(16:23),R,Ack that the Control signal is received 
SML0TX,pactrl_txctrl_txdata,0x501021E4,0,(24:31),R,The data sent to the TX controller
SML0TX,opmux_sel,0x501021E8,0,(0:7),R,
SML0TX,sml0tx_thermal_protection_pa_rst,0x501021E8,0,(8:15),R,
SML0TX,pactrl_trfws_done,0x501021E8,0,(16:23),R,TRFWS Done signal
SML0TX,sft_done_debug,0x501021E8,0,(24:31),R,To Flag soft start/shutdown operation is done
SML0TX,pactrl_cdc_done,0x501021EC,0,(0:7),R,CDC Done signal
SML0TX,pactrl_bbws_done,0x501021EC,0,(8:15),R,BBWS Done signal
SML0TX,pactrl_pll_tx_pause_delay_done,0x501021EC,0,(16:23),R,
SML0TX,pactrl_rx_pause_data_1_delay_done,0x501021EC,0,(24:31),R,
SML0TX,pactrl_rx_pause_data_2_delay_done,0x501021F0,0,(0:7),R,
SML0TX,fdbk_mux_pskmod_debug,0x501021F0,0,(8:15),R,
SML0TX,pll_tx_pause_debug,0x501021F0,0,(16:23),R,
SML0TX,bb_data_ws_debug,0x501021F0,0,(24:31),R,
SML0TX,pactrl_wr_cnt_debug,0x501021F4,0,(0:7),R,
SML0TX,pactrl_rd_cnt_debug,0x501021F4,0,(8:15),R,
SML0TX,pactrl_topctrl_pctrl_ws,0x501021F4,0,(16:23),R,
SML0TX,pactrl_topctrl_nctrl_ws,0x501021F4,0,(24:31),R,
SML0TX,sft_change_en_debug,0x501021F8,0,(0:7),R,
SML0TX,sft_terminate_debug,0x501021F8,0,(8:15),R,
SML0TX,cdc_start_debug,0x501021F8,0,(16:23),R,
SML0TX,cdc_terminate_debug,0x501021F8,0,(24:31),R,
SML0TX,trfws_start_debug,0x501021FC,0,(0:7),R,
SML0TX,trfws_terminate_debug,0x501021FC,0,(8:15),R,
SML0TX,bbws_start_debug,0x501021FC,0,(16:23),R,
SML0TX,bbws_terminate_debug,0x501021FC,0,(24:31),R,
SML0TX,fifo_en_debug,0x50102200,0,(0:7),R,
SML0TX,spare_pactrl_debug,0x50102200,0,(8:31),R,
SML0TX,Reserved,0x50102204,0,(0:31),R,
SML0TX,Reserved,0x50102208,0,(0:31),R/W,
SML0TX,Reserved,0x5010220C,0,(0:31),R/W,
SML0TX,Reserved,0x50102210,0,(0:31),R/W,
SML0TX,Reserved,0x50102214,0,(0:31),R/W,
SML0TX,pactrl_pll_tx_pause_delay_ctrl_hipls_t1,0x50102218,0,(0:5),R/W,
SML0TX,Reserved,0x50102218,0,(6:7),R/W,
SML0TX,pactrl_pll_tx_pause_delay_ctrl_lopls_t1,0x50102218,0,(8:13),R/W,
SML0TX,Reserved,0x50102218,0,(14:15),R/W,
SML0TX,pactrl_rx_pause_data_1_delay_ctrl_hipls_t1,0x50102218,0,(16:21),R/W,
SML0TX,Reserved,0x50102218,0,(22:23),R/W,
SML0TX,pactrl_rx_pause_data_1_delay_ctrl_lopls_t1,0x50102218,0,(24:29),R/W,
SML0TX,Reserved,0x50102218,0,(30:31),R/W,
SML0TX,pactrl_rx_pause_data_2_delay_ctrl_hipls_t1,0x5010221C,0,(0:5),R/W,
SML0TX,Reserved,0x5010221C,0,(6:7),R/W,
SML0TX,pactrl_rx_pause_data_2_delay_ctrl_lopls_t1,0x5010221C,0,(8:13),R/W,
SML0TX,Reserved,0x5010221C,0,(14:31),R/W,
SML0TX,Reserved,0x50102220,0,(0:31),R/W,
SML0TX,pactrl_pll_tx_pause_delay_strt,0x50102224,0,(0:0),R/W,
SML0TX,Reserved,0x50102224,0,(1:7),R/W,
SML0TX,pactrl_pll_tx_pause_delay_terminate,0x50102224,0,(8:8),R/W,
SML0TX,Reserved,0x50102224,0,(9:15),R/W,
SML0TX,pactrl_rx_pause_data_1_delay_strt,0x50102224,0,(16:16),R/W,
SML0TX,Reserved,0x50102224,0,(17:23),R/W,
SML0TX,pactrl_rx_pause_data_1_delay_terminate,0x50102224,0,(24:24),R/W,
SML0TX,Reserved,0x50102224,0,(25:31),R/W,
SML0TX,pactrl_rx_pause_data_2_delay_strt,0x50102228,0,(0:0),R/W,
SML0TX,Reserved,0x50102228,0,(1:7),R/W,
SML0TX,pactrl_rx_pause_data_2_delay_terminate,0x50102228,0,(8:8),R/W,
SML0TX,Reserved,0x50102228,0,(9:15),R/W,
SML0TX,pactrl_pll_tx_pause_duty_cycle_en,0x50102228,1,(16:16),R/W,
SML0TX,pactrl_rx_pause_data_1_duty_cycle_en,0x50102228,1,(17:17),R/W,
SML0TX,pactrl_rx_pause_data_2_duty_cycle_en,0x50102228,1,(18:18),R/W,
SML0TX,Reserved,0x50102228,0,(19:31),R/W,
SML0TX,sml0tx_idmux_rfseq_line_0,0x5010222C,0,(0:2),R/W,
SML0TX,Reserved,0x5010222C,0,(3:3),R/W,
SML0TX,sml0tx_idmux_rfseq_line_1,0x5010222C,0,(4:6),R/W,
SML0TX,Reserved,0x5010222C,0,(7:7),R/W,
SML0TX,sml0tx_idmux_rfseq_line_2,0x5010222C,0,(8:10),R/W,
SML0TX,Reserved,0x5010222C,0,(11:11),R/W,
